Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you male or female?,How old are you?,Are you?,,How would you describe your role?,,What would make you feel happier at work?,,,,,,"In the last month, how often have you felt...",,,,,,"In the last month, has anything happened to make you feel more positive about your working life? ",," In the last month, has anything happened to make you feel less positive about your working life?",,How do you think Brexit will affect your current employment?,
6704806058,169394296,02/19/2018 08:26:20 PM,02/19/2018 08:28:22 PM,95.144.170.99,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Almost Never,Almost Never,Sometimes,Almost Never,Sometimes,Yes,Got offered a new position ,Yes,Got told I was a candidate for redundancy ,In a negative way,
6704805911,169394296,02/19/2018 08:26:14 PM,02/19/2018 08:27:58 PM,94.197.121.76,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Most of the time,Quite often,Quite often,Most of the time,Sometimes,No,,Yes,Demotion ,Not at all,
6704803553,169394296,02/19/2018 08:25:04 PM,02/19/2018 08:25:24 PM,138.251.247.199,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6704802279,169394296,02/19/2018 08:24:36 PM,02/19/2018 08:27:48 PM,31.185.176.243,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Almost Never,Sometimes,Almost Never,Sometimes,Rarely / Not very often,Rarely / Not very often,No,,Yes,"Constant slog, not having your opinions  taken into account, no feeling of being valued- just another payroll number.",In a negative way,
6704801635,169394296,02/19/2018 08:24:16 PM,02/19/2018 08:26:21 PM,78.151.51.89,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,No,,Yes,,Not at all,
6704799973,169394296,02/19/2018 08:23:16 PM,02/19/2018 08:25:03 PM,82.47.14.102,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,,,,Sometimes,Quite often,Quite often,Most of the time,Most of the time,Quite often,Yes,,No,,In a negative way,
6704793411,169394296,02/19/2018 08:19:59 PM,02/19/2018 08:22:23 PM,81.145.106.156,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,More recognition from management and colleagues,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,No,,No,,I don't know,
6704785868,169394296,02/19/2018 08:16:35 PM,02/19/2018 08:21:30 PM,86.17.42.93,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,,,Rarely / Not very often,Quite often,Quite often,Most of the time,Most of the time,Quite often,No,,Yes,Short staffed at work in the NHS. Moving to other wards as they don't have enough staff and taking on higher patient loads.,Other (please specify),"Negatively, I work with a lot of people from different countries and cultures. They are worried about their future in the UK. Many are seriously considering leaving, this is nationwide, which would plunge the NHS even deeper into staffing crisis. The system cannot take much more."
6704784212,169394296,02/19/2018 08:15:43 PM,02/19/2018 08:17:56 PM,82.132.219.53,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,Most of the time,No,,No,,Not at all,
6704783827,169394296,02/19/2018 08:15:31 PM,02/19/2018 08:17:32 PM,94.195.18.90,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Quite often,Quite often,Quite often,Quite often,Sometimes,Sometimes,No,,Yes,Changes to pension scheme.,In a negative way,
6704781873,169394296,02/19/2018 08:14:34 PM,02/19/2018 08:15:41 PM,109.155.74.148,,,,,Female,18 - 29,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,,More money,,,,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,Quite often,Sometimes,No,,No,,Not at all,
6704776351,169394296,02/19/2018 08:11:55 PM,02/19/2018 08:17:45 PM,82.9.105.183,,,,,Female,30 - 49,Self-Employed,,Director / Company Owner,,,,More money,,,More customers ,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Sometimes,Rarely / Not very often,No,,Yes,Less customers ,In a negative way,
6704773970,169394296,02/19/2018 08:10:51 PM,02/19/2018 08:12:13 PM,80.189.227.183,,,,,Female,50+,Employed,,Team Leader / Manager,,,,,More recognition from management and colleagues,,,Sometimes,Quite often,Sometimes,Quite often,Most of the time,Quite often,No,,No,,In a negative way,
6704772932,169394296,02/19/2018 08:09:06 PM,02/19/2018 08:13:23 PM,82.132.237.66,,,,,Female,50+,Employed,,Team Leader / Manager,,,,More money,,,,Almost Never,Rarely / Not very often,Almost Never,Sometimes,Rarely / Not very often,Sometimes,No,,Yes,"My annual review and my manager unwilling to fight for my pay and grade rise, despite admitting I am well below every other colleague. ",I don't know,
6704771797,169394296,02/19/2018 08:09:46 PM,02/19/2018 08:12:38 PM,5.69.173.8,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Yes,I was nominated (and then won) a CCG Staff Star Award for Outstanding Contribution to the Student Experience. ,No,,I don't know,
6704764733,169394296,02/19/2018 08:06:27 PM,02/19/2018 08:07:41 PM,95.150.97.181,,,,,Female,30 - 49,Contracting,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Quite often,Quite often,Most of the time,Quite often,Quite often,Quite often,No,,No,,I don't know,
6704761127,169394296,02/19/2018 08:04:43 PM,02/19/2018 08:06:32 PM,185.69.145.155,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,,Yes,Nasty comments from customers on Tripadvisor,I don't know,
6704760305,169394296,02/19/2018 08:04:18 PM,02/19/2018 08:06:37 PM,77.86.87.192,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Sometimes,Quite often,Quite often,Quite often,Quite often,Most of the time,No,,No,,I don't know,
6704760225,169394296,02/19/2018 08:04:16 PM,02/19/2018 08:06:40 PM,81.156.93.242,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Almost Never,No,,No,,I don't know,
6704757337,169394296,02/19/2018 08:02:57 PM,02/19/2018 08:04:04 PM,109.150.41.132,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,More money,,,,Most of the time,Quite often,Quite often,Most of the time,Most of the time,Most of the time,No,,No,,Not at all,
6704756025,169394296,02/19/2018 08:02:21 PM,02/19/2018 08:04:04 PM,90.252.62.21,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Rarely / Not very often,Quite often,Most of the time,Most of the time,Quite often,No,,No,,I don't know,
6704755261,169394296,02/19/2018 08:02:00 PM,02/19/2018 08:02:13 PM,86.186.114.77,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6704755231,169394296,02/19/2018 08:02:00 PM,02/19/2018 08:04:37 PM,176.24.216.79,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Yes,Bonus payment,Yes,Unfair treatment of some employees,I don't know,
6704754268,169394296,02/19/2018 08:01:26 PM,02/19/2018 08:11:51 PM,85.255.234.207,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Rarely / Not very often,Sometimes,Quite often,Sometimes,Quite often,Quite often,No,,Yes,Incident at work. ,I don't know,
6704748809,169394296,02/19/2018 07:58:58 PM,02/19/2018 08:01:16 PM,86.187.164.131,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Quite often,Sometimes,Quite often,Rarely / Not very often,Most of the time,No,,Yes,"On a  temp to perm contract, promised 40 opportunities, let go with 100 other employees they took on 1 individual!",I don't know,
6704745656,169394296,02/19/2018 07:57:24 PM,02/19/2018 07:59:05 PM,86.152.0.84,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,More recognition from management and colleagues,,,Almost Never,Rarely / Not very often,Almost Never,Sometimes,Rarely / Not very often,Almost Never,No,,Yes,Manager unable to organise department,Not at all,
6704741299,169394296,02/19/2018 07:55:02 PM,02/19/2018 07:57:56 PM,2.121.38.90,,,,,Female,30 - 49,Employed,,Other (please specify),8,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,,,Rarely / Not very often,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Yes,I have been promoted ,Yes,Lots of long term staff left,Other (please specify),We import/export worldwide but mostly europe
6704740643,169394296,02/19/2018 07:54:52 PM,02/19/2018 07:55:07 PM,176.248.223.1,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6704737718,169394296,02/19/2018 07:53:29 PM,02/19/2018 07:53:39 PM,146.200.110.203,,,,,Female,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6704737510,169394296,02/19/2018 07:53:21 PM,02/19/2018 07:53:33 PM,92.14.227.131,,,,,Male,Under 18,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6704737044,169394296,02/19/2018 07:53:05 PM,02/19/2018 07:55:49 PM,2.219.193.48,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,,,,"Acess to training, encouraged to be great , spoken to with respect ",Almost Never,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Rarely / Not very often,Yes,My boss had some days off ,Yes,Every day the rude inappropriate way me and my colleagues are treated by our manager ,I don't know,
6704733371,169394296,02/19/2018 07:51:21 PM,02/19/2018 07:52:58 PM,81.151.48.4,,,,,Female,18 - 29,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,More recognition from management and colleagues,,,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Quite often,No,,Yes,Friends got laid off (not same company but working symbiotically on same site),In a negative way,
6704732757,169394296,02/19/2018 07:50:57 PM,02/19/2018 07:52:29 PM,82.132.235.102,,,,,Male,18 - 29,Self-Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Quite often,Sometimes,Sometimes,Quite often,Quite often,No,,No,,In a positive way,
6704731725,169394296,02/19/2018 07:50:31 PM,02/19/2018 07:52:16 PM,82.0.203.154,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,,,"More holiday, fewer hours. More pay ",Almost Never,Rarely / Not very often,Almost Never,Rarely / Not very often,Sometimes,Sometimes,No,,No,,In a negative way,
6704731624,169394296,02/19/2018 07:50:22 PM,02/19/2018 07:57:39 PM,109.147.13.145,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Quite often,Most of the time,Yes,Offered additional hours at a time Im usually waiting around for transport so my wasted time becomes worthwhile.,Yes,Some insensitivity from coworkers,I don't know,
6704727796,169394296,02/19/2018 07:48:37 PM,02/19/2018 07:52:03 PM,94.9.227.1,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,No,,Yes,Cut hours by 70 a week  Lost 4 staff members  Being asked to do more work in less time,In a negative way,
6704727574,169394296,02/19/2018 07:48:32 PM,02/19/2018 07:49:53 PM,88.98.243.110,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,Yes,Knowing that my ideas are taken seriously ,No,,Not at all,
6704726936,169394296,02/19/2018 07:48:14 PM,02/19/2018 07:50:21 PM,86.11.249.92,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Sometimes,Quite often,Quite often,Rarely / Not very often,Quite often,Most of the time,No,,No,,I don't know,
6704724965,169394296,02/19/2018 07:47:12 PM,02/19/2018 07:50:19 PM,82.20.228.51,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,More recognition from management and colleagues,,,Almost Never,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,Quite often,No,,Yes,Generally being made to feel like I’m the “dogs body” and it’s ok... she’ll do it! (Meaning me) disrespected,I don't know,
